Timestamp;Metric;FrameCount;PointsAdded;ChartTime_ms;FrameTime_ms;ChartImpact_Percent;FPS;AllocatedMemory_B
2026-06-08 14:27:38.373;Velocity;1561;1;0,0316;8,9377;0,35;111,9;0,00
2026-06-08 14:27:38.374;Current;1561;1;0,0285;8,9377;0,32;111,9;0,00
2026-06-08 14:27:38.374;Torque;1561;1;0,0131;8,9377;0,15;111,9;8,00
2026-06-08 14:27:38.401;Velocity;1563;1;0,0303;7,8963;0,38;126,6;0,00
2026-06-08 14:27:38.401;Current;1563;1;0,0263;7,8963;0,33;126,6;0,00
2026-06-08 14:27:38.402;Torque;1563;1;0,0109;7,8963;0,14;126,6;4,00
2026-06-08 14:27:38.429;Velocity;1565;1;0,0301;9,4821;0,32;105,5;0,00
2026-06-08 14:27:38.430;Current;1565;1;0,0285;9,4821;0,30;105,5;0,00
2026-06-08 14:27:38.430;Torque;1565;1;0,0178;9,4821;0,19;105,5;4,00
2026-06-08 14:27:38.457;Velocity;1567;1;0,0299;9,7690;0,31;102,4;0,00
2026-06-08 14:27:38.458;Current;1567;1;0,0539;9,7690;0,55;102,4;0,00
2026-06-08 14:27:38.458;Torque;1567;1;0,0086;9,7690;0,09;102,4;0,00
2026-06-08 14:27:38.484;Velocity;1569;1;0,0277;8,0883;0,34;123,6;0,00
