"Date","Time","Millisecond","Prędkość [m/min]","Prąd - składowa rzeczywista [A]","Obciążenie [%]","Moment obrotowy [kNm]","Siła nacisku - strona prawa [kN]","Siła nacisku - strona lewa [kN]","Nastawa pionowa walca - strona prawa  [mm]","Nastawa pionowa walca - strona lewa [mm]","Temperatura wlewka przed walcarką [C]","Temperatura wlewka za walcarką [C]"
"2025/05/26","13:57:51",838,"-12.538","-22.030","-10.475","-7.676","143.229","65.082","21.367","21.472","300.0","329.5"
"2025/05/26","13:57:51",937,"-12.538","-22.963","-10.956","-8.556","143.229","65.082","21.367","21.472","300.0","329.5"
"2025/05/26","13:57:52",53,"-12.538","-23.996","-11.144","-8.759","143.273","65.061","21.367","21.472","300.0","329.5"
"2025/05/26","13:57:52",154,"-12.538","-21.404","-10.233","-7.686","143.316","65.061","21.367","21.473","300.0","329.8"
"2025/05/26","13:57:52",270,"-12.538","-21.404","-10.233","-7.686","143.316","65.061","21.367","21.472","300.0","329.8"
"2025/05/26","13:57:52",354,"-12.538","-21.416","-10.284","-7.428","143.316","65.061","21.367","21.472","300.0","328.3"
"2025/05/26","13:57:52",437,"-12.538","-23.990","-11.296","-8.499","143.316","65.061","21.367","21.473","300.0","328.3"
"2025/05/26","13:57:52",555,"-12.538","-22.383","-10.921","-8.803","143.316","64.931","21.367","21.473","300.0","331.3"
"2025/05/26","13:57:52",638,"-12.538","-22.383","-10.921","-8.803","143.316","64.931","21.366","21.472","300.0","331.3"
"2025/05/26","13:57:52",753,"-12.538","-22.828","-11.002","-9.080","143.359","64.909","21.367","21.472","300.0","323.9"
"2025/05/26","13:57:52",838,"-12.538","-22.828","-11.002","-9.080","143.359","64.909","21.367","21.472","300.0","323.9"
"2025/05/26","13:57:52",937,"-12.538","-21.394","-10.154","-7.749","143.359","64.909","21.367","21.473","300.0","323.9"
"2025/05/26","13:57:53",38,"-12.538","-21.998","-10.574","-8.573","143.338","64.909","21.367","21.473","300.0","323.9"
"2025/05/26","13:57:53",154,"-12.538","-23.540","-11.286","-9.894","143.338","64.909","21.367","21.473","300.0","330.2"
"2025/05/26","13:57:53",236,"-12.538","-22.376","-10.681","-7.937","143.359","64.909","21.366","21.472","300.0","330.2"
"2025/05/26","13:57:53",354,"-12.538","-21.524","-10.234","-8.616","143.359","64.887","21.367","21.473","300.0","331.8"
"2025/05/26","13:57:53",470,"-12.538","-23.187","-11.042","-8.809","143.359","64.887","21.367","21.473","300.0","331.8"
"2025/05/26","13:57:53",553,"-12.538","-23.187","-11.042","-8.809","143.359","64.887","21.366","21.472","300.0","331.8"
"2025/05/26","13:57:53",671,"-12.538","-21.163","-10.203","-8.558","143.381","64.887","21.367","21.473","300.0","328.7"
"2025/05/26","13:57:53",788,"-12.538","-22.412","-10.662","-8.760","143.381","64.909","21.366","21.473","300.0","329.6"
"2025/05/26","13:57:53",871,"-12.538","-21.415","-10.153","-7.675","143.381","64.909","21.367","21.472","300.0","329.6"
"2025/05/26","13:57:53",970,"-12.538","-21.653","-10.420","-7.425","143.381","64.931","21.367","21.472","300.0","329.6"
"2025/05/26","13:57:54",71,"-12.538","-24.161","-11.482","-9.629","143.381","64.931","21.367","21.472","300.0","337.0"
"2025/05/26","13:57:54",171,"-12.538","-24.273","-11.573","-10.137","143.338","64.931","21.366","21.472","300.0","337.0"
"2025/05/26","13:57:54",270,"-12.538","-22.078","-10.440","-7.993","143.338","64.996","21.367","21.473","300.0","334.5"
"2025/05/26","13:57:54",388,"-12.538","-21.922","-10.332","-7.498","143.294","64.996","21.366","21.472","300.0","334.5"
"2025/05/26","13:57:54",487,"-12.538","-22.938","-10.846","-8.515","143.294","65.017","21.367","21.472","300.0","334.5"
"2025/05/26","13:57:54",586,"-12.538","-21.887","-10.041","-7.619","143.294","65.017","21.367","21.472","300.0","331.6"
"2025/05/26","13:57:54",687,"-12.538","-22.930","-10.933","-8.543","143.273","65.061","21.367","21.472","300.0","331.6"
"2025/05/26","13:57:54",821,"-12.538","-21.067","-10.061","-8.756","143.273","65.061","21.366","21.472","300.0","331.1"
"2025/05/26","13:57:54",887,"-12.538","-23.442","-11.245","-8.805","143.229","65.061","21.366","21.472","300.0","331.1"
"2025/05/26","13:57:55",5,"-12.538","-23.406","-10.980","-8.817","143.229","65.104","21.367","21.471","300.0","331.1"
"2025/05/26","13:57:55",121,"-12.538","-20.125","-9.534","-7.688","143.229","65.104","21.367","21.472","300.0","333.5"
"2025/05/26","13:57:55",220,"-12.538","-22.056","-10.815","-9.690","143.207","65.061","21.370","21.476","300.0","333.5"
"2025/05/26","13:57:55",303,"-12.538","-30.681","-14.727","-11.282","143.207","65.061","21.382","21.488","300.0","756.3"
"2025/05/26","13:57:55",437,"-12.538","-31.736","-14.937","-11.650","143.555","65.061","21.384","21.490","300.0","756.3"
"2025/05/26","13:57:55",538,"-12.538","-31.630","-15.062","-11.735","143.555","67.665","21.384","21.492","300.0","756.3"
"2025/05/26","13:57:55",654,"-12.538","-34.293","-16.553","-14.016","143.555","67.665","21.384","21.493","383.6","949.8"
"2025/05/26","13:57:55",720,"-12.538","-36.310","-17.435","-14.542","168.772","97.526","21.385","21.493","383.6","949.8"
"2025/05/26","13:57:55",855,"-12.538","-35.490","-16.870","-13.533","168.772","97.526","21.385","21.492","383.6","946.2"
"2025/05/26","13:57:55",953,"-12.538","-33.782","-16.278","-14.431","176.497","97.526","21.385","21.493","850.2","946.2"
"2025/05/26","13:57:56",19,"-12.538","-35.373","-16.910","-14.638","176.497","101.042","21.385","21.495","850.2","885.7"
"2025/05/26","13:57:56",138,"-12.538","-35.624","-16.979","-14.686","176.497","101.042","21.385","21.495","894.4","885.7"
"2025/05/26","13:57:56",237,"-12.538","-34.747","-16.764","-14.697","177.626","102.322","21.385","21.494","894.4","885.7"
"2025/05/26","13:57:56",336,"-12.538","-35.947","-17.484","-14.699","177.626","102.322","21.386","21.495","894.4","783.8"
"2025/05/26","13:57:56",437,"-12.538","-36.808","-17.650","-14.700","178.255","102.322","21.384","21.493","836.3","783.8"
"2025/05/26","13:57:56",538,"-12.538","-32.216","-15.535","-12.438","178.255","102.626","21.373","21.479","836.3","399.7"
"2025/05/26","13:57:56",637,"-12.538","-24.261","-11.585","-8.524","178.255","102.626","21.365","21.470","838.3","399.7"
"2025/05/26","13:57:56",737,"-12.538","-22.426","-10.827","-8.752","178.016","98.329","21.366","21.469","838.3","399.7"
"2025/05/26","13:57:56",854,"-12.538","-21.734","-10.269","-7.686","148.893","98.329","21.366","21.471","810.6","320.6"
"2025/05/26","13:57:56",953,"-12.538","-22.076","-10.601","-8.558","148.893","66.081","21.366","21.471","810.6","300.0"
"2025/05/26","13:57:57",55,"-12.538","-22.155","-10.754","-8.760","148.893","66.081","21.367","21.471","829.1","300.0"
"2025/05/26","13:57:57",154,"-12.538","-22.875","-10.943","-8.806","142.730","64.149","21.367","21.471","829.1","300.0"
"2025/05/26","13:57:57",253,"-12.538","-21.873","-10.525","-7.686","142.730","64.149","21.367","21.471","876.1","300.0"
