"Date","Time","Millisecond","Prędkość [m/min]","Prąd - składowa rzeczywista [A]","Obciążenie [%]","Moment obrotowy [kNm]","Siła nacisku - strona prawa [kN]","Siła nacisku - strona lewa [kN]","Nastawa pionowa walca - strona prawa  [mm]","Nastawa pionowa walca - strona lewa [mm]","Temperatura wlewka przed walcarką [C]","Temperatura wlewka za walcarką [C]"
"2024/12/05","13:56:15",635,"11.661","25.043","12.017","10.087","0.456","-0.043","-25.855","-25.913","22.0","22.9"
"2024/12/05","13:56:16",651,"11.661","25.283","12.018","10.287","0.521","-0.043","-25.855","-25.913","21.8","23.2"
"2024/12/05","13:56:17",668,"11.661","23.945","11.493","8.955","0.608","-0.043","-25.856","-25.914","21.9","23.2"
"2024/12/05","13:56:18",719,"11.661","24.769","11.808","10.551","0.673","-0.043","-25.856","-25.914","21.8","22.9"
"2024/12/05","13:56:19",752,"11.661","23.968","11.511","9.217","0.586","-0.043","-25.855","-25.913","21.7","23.1"
"2024/12/05","13:56:20",769,"11.661","25.482","12.217","10.551","0.543","-0.043","-25.856","-25.913","21.8","22.9"
"2024/12/05","13:56:21",785,"11.661","26.040","12.309","10.540","0.521","-0.043","-25.856","-25.913","21.9","23.2"
"2024/12/05","13:56:22",801,"11.661","25.709","12.234","9.969","0.629","-0.043","-25.855","-25.913","21.9","23.2"
"2024/12/05","13:56:23",851,"11.661","25.461","12.095","10.244","0.716","-0.043","-25.856","-25.914","21.9","23.2"
"2024/12/05","13:56:24",851,"11.661","24.661","11.737","9.969","0.760","-0.043","-25.855","-25.914","22.0","23.2"
"2024/12/05","13:56:25",868,"11.661","25.014","12.006","9.982","0.608","-0.043","-25.856","-25.913","21.9","22.9"
"2024/12/05","13:56:26",884,"11.661","22.810","10.855","8.895","0.564","-0.043","-25.855","-25.912","21.8","23.0"
"2024/12/05","13:56:27",917,"11.661","23.667","11.334","9.143","0.629","-0.043","-25.855","-25.913","22.0","22.9"
"2024/12/05","13:56:28",967,"11.661","22.569","10.864","8.880","0.716","-0.043","-25.856","-25.913","21.7","22.9"
"2024/12/05","13:56:29",984,"11.661","23.301","11.117","8.011","0.803","-0.043","-25.855","-25.913","21.9","22.9"
"2024/12/05","13:56:31",0,"11.661","24.106","11.690","9.082","0.651","-0.043","-25.856","-25.913","21.9","23.2"
"2024/12/05","13:56:32",17,"11.661","24.902","11.917","10.154","0.586","-0.043","-25.856","-25.912","21.6","23.2"
"2024/12/05","13:56:33",35,"11.661","24.372","11.638","8.834","0.608","-0.043","-25.856","-25.913","21.9","23.2"
"2024/12/05","13:56:34",51,"11.661","24.221","11.588","10.214","0.694","-0.043","-25.855","-25.913","21.7","23.2"
"2024/12/05","13:56:35",84,"11.661","23.858","11.483","8.837","0.781","-0.043","-25.856","-25.914","21.8","23.0"
"2024/12/05","13:56:36",101,"11.661","24.912","11.995","8.820","0.803","-0.043","-25.856","-25.914","21.9","23.1"
"2024/12/05","13:56:37",118,"11.661","23.561","11.279","9.139","0.673","-0.043","-25.855","-25.914","21.9","22.9"
"2024/12/05","13:56:38",151,"11.661","22.817","10.857","9.143","0.586","-0.043","-25.855","-25.912","21.9","22.9"
"2024/12/05","13:56:39",184,"11.661","23.175","11.052","9.142","0.694","-0.043","-25.856","-25.913","21.9","22.9"
"2024/12/05","13:56:40",167,"11.661","23.993","11.344","9.146","0.760","-0.043","-25.856","-25.914","21.9","23.2"
"2024/12/05","13:56:41",233,"11.661","24.683","11.782","10.230","0.846","-0.043","-25.856","-25.914","21.9","23.1"
"2024/12/05","13:56:42",250,"11.661","23.780","11.198","9.068","0.694","-0.043","-25.855","-25.913","21.9","22.9"
"2024/12/05","13:56:43",267,"11.661","25.573","11.634","9.954","0.651","-0.043","-25.855","-25.913","21.6","23.0"
"2024/12/05","13:56:44",301,"11.661","25.014","11.889","9.894","0.673","-0.043","-25.855","-25.913","21.9","22.9"
"2024/12/05","13:56:45",318,"11.661","23.996","11.361","8.759","0.738","-0.043","-25.854","-25.913","21.9","22.9"
"2024/12/05","13:56:46",334,"11.661","22.440","10.643","7.485","0.846","-0.043","-25.856","-25.913","21.9","22.9"
"2024/12/05","13:56:47",351,"11.661","22.887","10.766","8.498","0.781","-0.043","-25.856","-25.913","22.0","22.9"
"2024/12/05","13:56:48",367,"11.661","21.423","10.245","7.485","0.673","-0.065","-25.855","-25.913","22.0","22.9"
"2024/12/05","13:56:49",401,"11.661","22.254","10.754","8.817","0.629","-0.043","-25.855","-25.913","22.0","23.2"
"2024/12/05","13:56:50",400,"11.661","22.190","10.495","8.000","0.716","-0.043","-25.855","-25.913","21.7","23.2"
"2024/12/05","13:56:51",434,"11.661","23.390","11.191","8.809","0.781","-0.043","-25.856","-25.914","21.6","22.9"
"2024/12/05","13:56:52",450,"11.661","24.925","12.120","11.035","0.868","-0.043","-25.856","-25.913","21.9","22.9"
"2024/12/05","13:56:53",516,"11.661","24.672","11.452","10.015","0.694","-0.043","-25.856","-25.914","21.8","22.8"
"2024/12/05","13:56:54",500,"11.661","24.707","11.822","9.907","0.629","-0.043","-25.855","-25.913","22.0","23.2"
"2024/12/05","13:56:55",517,"11.661","23.059","11.104","9.890","0.694","-0.043","-25.855","-25.913","22.0","23.1"
"2024/12/05","13:56:56",566,"11.661","26.025","12.487","10.848","0.760","-0.043","-25.856","-25.913","21.9","22.9"
"2024/12/05","13:56:57",584,"11.661","22.906","10.945","8.833","0.846","-0.043","-25.856","-25.914","21.9","23.0"
"2024/12/05","13:56:58",599,"11.661","22.348","10.805","7.806","0.781","-0.043","-25.856","-25.913","21.9","23.1"
"2024/12/05","13:56:59",634,"11.661","23.529","11.335","7.747","0.694","-0.043","-25.856","-25.913","21.8","23.2"
"2024/12/05","13:57:00",650,"11.661","22.632","10.892","9.010","0.629","-0.043","-25.855","-25.913","21.7","22.9"
"2024/12/05","13:57:01",667,"11.661","23.435","11.181","7.733","0.760","-0.043","-25.855","-25.914","21.7","23.0"
"2024/12/05","13:57:02",683,"11.661","22.921","10.937","7.615","0.825","-0.043","-25.857","-25.913","21.9","22.9"
